ssim,"[0.9673109, 0.96348226, 0.91859066, 0.93219584, 0.9516523, 0.96924376, 0.9363867, 0.8690234, 0.9558128, 0.9583954, 0.88141567, 0.9548453, 0.94279516, 0.97792, 0.9299993, 0.95333767, 0.94901526, 0.9323718, 0.9025078, 0.9354203, 0.91523945, 0.6926661, 0.9403707, 0.9405123, 0.9381519, 0.9730205, 0.9571728, 0.96986014, 0.935746, 0.89301807, 0.94045085, 0.8852805, 0.8659162, 0.9428714, 0.9548513, 0.9730309, 0.95734817, 0.9398072, 0.9196078, 0.93618804, 0.9220211, 0.8703585, 0.9204959, 0.96218675, 0.95998156, 0.96023124, 0.9670072, 0.9490181, 0.9503174, 0.97134525, 0.967902, 0.9651599, 0.90111583, 0.87441766, 0.8703263, 0.9205442, 0.94943315, 0.96462417, 0.90932804, 0.95989895, 0.9300423, 0.9410534, 0.8802262, 0.92361116, 0.8839417, 0.86471117, 0.95162356, 0.9245436, 0.88348985, 0.8925239, 0.89960986, 0.962946, 0.937722, 0.93417907, 0.93579316, 0.93305606, 0.81338024, 0.9603694, 0.9037615, 0.90479916, 0.94296134, 0.9149774, 0.92796165, 0.9267803, 0.95640236, 0.884315, 0.9287496, 0.9231519, 0.98801666, 0.96895844, 0.9657473, 0.8973448, 0.9065409, 0.935121, 0.95259947, 0.9650892, 0.9452067, 0.92788935, 0.96177685, 0.93595624, 0.9155363]"
psnr,"[34.2688616530011, 38.84214931264176, 28.148770212503457, 33.528148810907965, 36.11312757039438, 36.23644793535259, 32.2231206471886, 30.644796857493645, 33.64391781596473, 34.50263026367623, 29.79908834573837, 34.37381905246335, 31.438763706545878, 37.32974038868604, 34.71672917984599, 34.48608994697621, 33.36190747236923, 31.256866715537836, 32.46229559784834, 31.96678709715149, 32.50788767307959, 28.20758256452367, 33.8960123592819, 30.682613726460456, 34.566470731809524, 35.7435694607959, 33.566042173587945, 37.40358768459525, 31.876350329013338, 30.019223179064326, 33.55497945537249, 30.177873450814477, 25.784747520695944, 31.064528635259535, 37.29912700307435, 36.941098667950925, 33.89139010456137, 32.23665432413987, 32.064093581498256, 33.26998718650647, 31.011632886851125, 28.753154571236486, 29.156174189449974, 34.90759900761549, 33.18625741952714, 35.04616166950815, 33.40295480797969, 32.741649056866855, 32.510194512305134, 30.160544909579098, 40.97559257709298, 34.48951732844483, 28.846292470500856, 29.700242416651157, 26.419049287447237, 32.346668794623156, 31.35974828961193, 32.30529966570995, 31.38097460848639, 33.23848145274481, 34.20084921534026, 30.21142015891941, 27.18459437824757, 29.936495978355726, 28.650512404267005, 26.707684276828374, 30.76390827616274, 30.835353885295692, 28.55486386077967, 28.43434434060482, 30.42213719951355, 34.83629284068521, 31.353571204546885, 33.63846480851588, 34.99567054874274, 33.911581438390066, 25.436189021608193, 34.77168852636696, 29.814042027997107, 32.36344999845006, 32.23380895606265, 31.945141653204935, 27.875153147268424, 30.253544411327823, 33.217279927626095, 24.81613861365037, 31.695245669268324, 33.99884847195161, 42.61289187249821, 35.840139628056406, 34.484247232203316, 28.662160574497115, 30.815778695514837, 30.93831777744693, 31.534655458470652, 35.34055973578913, 34.282701834138955, 33.93854533350645, 37.13528241164948, 33.97248956712915, 34.881198860966165]"
